# note=autonomous_lap
# remote_ip=192.168.1.170
# hz=15.0 sensor_window=5 threshold=60
# tape_color=auto
# weights=camera/trained_weights/camera_reward295.0_20260610_195556.npy
t_ms,step,L,C,R,raw_L,raw_C,raw_R,col_L,col_C,col_R,lane_state,action
3311.3,47,1.0000,0.0494,0.0000,1.0000,0.2940,0.0000,0.0473,0.0000,0.0081,DRIFT LEFT — too close to left line,1
3379.0,48,1.0000,0.0624,0.0000,0.0000,0.6400,0.7200,0.0090,0.0000,0.0191,DRIFT LEFT — too close to left line,1
3451.4,49,1.0000,0.0624,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0531,DRIFT LEFT — too close to left line,1
3518.7,50,0.0000,0.0624,0.7200,0.0000,0.0024,1.0000,0.0001,0.0031,0.0736,DRIFT RIGHT — too close to right line,-1
3590.2,51,0.0000,0.0024,1.0000,0.0000,0.0000,1.0000,0.0000,0.0033,0.0732,DRIFT RIGHT — too close to right line,-1
3657.1,52,0.0000,0.0024,1.0000,0.0000,0.1319,1.0000,0.0058,0.0155,0.0790,DRIFT RIGHT — too close to right line,-1
3725.1,53,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0050,0.0860,DRIFT RIGHT — too close to right line,-1
3796.7,54,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0015,0.0859,DRIFT RIGHT — too close to right line,-1
3868.2,55,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0005,0.0679,DRIFT RIGHT — too close to right line,-1
3939.9,56,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0003,0.0490,DRIFT RIGHT — too close to right line,-1
4011.6,57,0.0000,0.0000,1.0000,0.0000,0.6627,0.6746,0.0093,0.0000,0.0189,DRIFT RIGHT — too close to right line,-1
4083.0,58,0.0000,0.0000,1.0000,1.0000,0.3212,0.0000,0.0381,0.0000,0.0073,DRIFT RIGHT — too close to right line,-1
4149.6,59,0.0000,0.0723,0.6746,1.0000,0.0723,0.0000,0.0618,0.0000,0.0023,DRIFT RIGHT — too close to right line,-1
4219.2,60,1.0000,0.0723,0.0000,1.0000,0.0247,0.0000,0.1098,0.0000,0.0014,DRIFT LEFT — too close to left line,1
4291.0,61,1.0000,0.0723,0.0000,1.0000,0.0000,0.0000,0.1647,0.0000,0.0000,DRIFT LEFT — too close to left line,1
4358.4,62,1.0000,0.0247,0.0000,1.0000,0.0000,0.0000,0.2092,0.0149,0.0000,DRIFT LEFT — too close to left line,1
4430.6,63,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.1952,0.0079,0.0000,DRIFT LEFT — too close to left line,1
4501.2,64,1.0000,0.0000,0.0000,1.0000,0.0049,0.0000,0.1734,0.0002,0.0004,DRIFT LEFT — too close to left line,1
4572.9,65,1.0000,0.0000,0.0000,1.0000,0.0139,0.0000,0.1106,0.0000,0.0008,DRIFT LEFT — too close to left line,1
4644.1,66,1.0000,0.0049,0.0000,1.0000,0.1252,0.0000,0.0295,0.0000,0.0020,DRIFT LEFT — too close to left line,1
4714.0,67,1.0000,0.0139,0.0000,0.0000,0.5000,0.0000,0.0038,0.0000,0.0011,DRIFT LEFT — too close to left line,1
4782.7,68,1.0000,0.1252,0.0000,0.0000,0.5000,0.0000,0.0014,0.0000,0.0003,DRIFT LEFT — too close to left line,1
4851.6,69,0.0000,0.1252,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0347,UNCLEAR — check threshold / lighting,0
4923.3,70,0.0000,0.1252,0.0000,0.0000,0.0000,1.0000,0.0000,0.0007,0.0892,UNCLEAR — check threshold / lighting,0
4990.7,71,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0043,0.1237,DRIFT RIGHT — too close to right line,-1
5057.7,72,0.0000,0.0000,1.0000,0.0000,0.0705,1.0000,0.0052,0.0033,0.1400,DRIFT RIGHT — too close to right line,-1
5125.4,73,0.0000,0.0000,1.0000,0.0000,0.0603,1.0000,0.0047,0.0052,0.1502,DRIFT RIGHT — too close to right line,-1
5194.3,74,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0036,0.1172,DRIFT RIGHT — too close to right line,-1
5265.5,75,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0002,0.0796,DRIFT RIGHT — too close to right line,-1
5336.4,76,0.0000,0.0603,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0060,DRIFT RIGHT — too close to right line,-1
5408.0,77,0.0000,0.0603,1.0000,0.0000,0.5000,0.0000,0.0002,0.0000,0.0029,DRIFT RIGHT — too close to right line,-1
5479.7,78,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0025,0.0000,0.0015,MOSTLY CENTERED,0
5549.9,79,0.0000,0.5000,0.0000,1.0000,0.0812,0.0000,0.0304,0.0000,0.0013,MOSTLY CENTERED,0
5621.3,80,0.0000,0.5000,0.0000,1.0000,0.0906,0.0000,0.0705,0.0000,0.0033,MOSTLY CENTERED,0
5688.9,81,1.0000,0.1006,0.0000,1.0000,0.1006,0.0000,0.0842,0.0000,0.0045,DRIFT LEFT — too close to left line,1
5758.6,82,1.0000,0.1006,0.0000,1.0000,0.1164,0.0000,0.0867,0.0040,0.0054,DRIFT LEFT — too close to left line,1
5826.8,83,1.0000,0.1006,0.0000,1.0000,0.1204,0.0000,0.0881,0.0016,0.0057,DRIFT LEFT — too close to left line,0
5898.8,84,1.0000,0.1006,0.0000,1.0000,0.0081,0.0000,0.0630,0.0000,0.0003,DRIFT LEFT — too close to left line,1
5970.2,85,1.0000,0.1164,0.0000,1.0000,0.2197,0.0000,0.0277,0.0015,0.0034,DRIFT LEFT — too close to left line,1
6041.8,86,1.0000,0.1204,0.0000,1.0000,0.3294,0.0000,0.0230,0.0013,0.0045,DRIFT LEFT — too close to left line,0
6113.9,87,1.0000,0.2197,0.0000,0.0000,0.5000,0.0000,0.0064,0.0000,0.0009,DRIFT LEFT — too close to left line,1
6185.4,88,1.0000,0.3294,0.0000,0.0000,0.5000,0.0000,0.0009,0.0048,0.0029,DRIFT LEFT — too close to left line,1
6253.6,89,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0091,0.0000,0.0005,MOSTLY CENTERED,0
6325.2,90,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0050,0.0000,0.0000,MOSTLY CENTERED,0
6391.4,91,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0026,0.0006,0.0014,MOSTLY CENTERED,0
6463.9,92,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0008,0.0009,MOSTLY CENTERED,0
6533.3,93,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0006,0.0003,MOSTLY CENTERED,0
6602.6,94,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0069,0.0015,0.0020,MOSTLY CENTERED,0
6674.1,95,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0077,0.0022,0.0019,MOSTLY CENTERED,0
6745.6,96,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0085,0.0012,0.0019,MOSTLY CENTERED,0
6813.2,97,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0090,0.0031,0.0030,MOSTLY CENTERED,0
6882.6,98,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0073,0.0045,0.0035,MOSTLY CENTERED,0
6950.2,99,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0050,0.0039,0.0016,MOSTLY CENTERED,0
7022.5,100,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0066,0.0032,0.0030,MOSTLY CENTERED,0
7091.6,101,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0053,0.0033,0.0023,MOSTLY CENTERED,0
7162.4,102,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0068,0.0038,0.0021,MOSTLY CENTERED,0
7233.9,103,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0060,0.0039,0.0040,MOSTLY CENTERED,0
7301.5,104,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0050,0.0044,0.0018,MOSTLY CENTERED,0
7373.5,105,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0084,0.0049,0.0030,MOSTLY CENTERED,0
7495.7,106,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0084,0.0049,0.0030,MOSTLY CENTERED,0
7518.3,107,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0073,0.0072,0.0042,MOSTLY CENTERED,0
7586.6,108,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0085,0.0086,0.0077,MOSTLY CENTERED,0
7658.4,109,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0054,0.0099,0.0049,MOSTLY CENTERED,0
7730.2,110,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0033,0.0092,0.0072,MOSTLY CENTERED,0
7801.8,111,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0053,0.0108,0.0080,MOSTLY CENTERED,0
7869.3,112,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0065,0.0135,0.0061,MOSTLY CENTERED,0
7939.0,113,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0049,0.0110,0.0067,MOSTLY CENTERED,0
8007.9,114,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0049,0.0137,0.0063,MOSTLY CENTERED,0
8079.0,115,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0046,0.0234,0.0021,MOSTLY CENTERED,0
8168.0,116,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0218,0.0041,MOSTLY CENTERED,0
8217.0,117,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0049,0.0201,0.0063,MOSTLY CENTERED,0
8288.0,118,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0286,0.0117,MOSTLY CENTERED,0
8358.5,119,0.0000,0.5000,0.0000,0.0000,0.6778,0.5461,0.0089,0.0338,0.0156,MOSTLY CENTERED,0
8426.7,120,0.0000,0.5000,0.0000,0.0000,0.5264,0.8598,0.0063,0.0383,0.0158,MOSTLY CENTERED,0
8497.9,121,0.0000,0.5000,0.5461,0.0000,0.4847,0.9534,0.0070,0.0369,0.0197,DRIFT RIGHT — too close to right line,-1
8566.8,122,0.0000,0.5035,0.8598,0.0000,0.5035,0.9052,0.0071,0.0401,0.0188,DRIFT RIGHT — too close to right line,-1
8638.1,123,0.0000,0.5035,0.9052,0.0000,0.3505,1.0000,0.0058,0.0528,0.0237,DRIFT RIGHT — too close to right line,-1
8708.3,124,0.0000,0.4847,0.9534,0.0000,0.2166,1.0000,0.0052,0.0384,0.0394,DRIFT RIGHT — too close to right line,-1
8779.4,125,0.0000,0.3505,1.0000,0.0000,0.1547,1.0000,0.0059,0.0046,0.0691,DRIFT RIGHT — too close to right line,-1
8845.9,126,0.0000,0.2193,1.0000,0.0000,0.2193,1.0000,0.0062,0.0072,0.0496,DRIFT RIGHT — too close to right line,-1
8913.5,127,0.0000,0.2193,1.0000,0.0000,0.3664,1.0000,0.0073,0.0077,0.0317,DRIFT RIGHT — too close to right line,-1
8985.7,128,0.0000,0.2193,1.0000,0.0000,0.4747,1.0000,0.0066,0.0086,0.0206,DRIFT RIGHT — too close to right line,-1
9057.4,129,0.0000,0.3664,1.0000,0.6276,0.6817,0.0000,0.0149,0.0033,0.0078,DRIFT RIGHT — too close to right line,-1
9129.0,130,0.0000,0.3953,1.0000,1.0000,0.3953,0.0000,0.0349,0.0073,0.0087,DRIFT RIGHT — too close to right line,-1
9215.8,131,0.6276,0.3953,0.0000,1.0000,0.2455,0.0000,0.0763,0.0054,0.0108,DRIFT LEFT — too close to left line,1
9272.2,132,1.0000,0.3953,0.0000,1.0000,0.1459,0.0000,0.1152,0.0052,0.0092,DRIFT LEFT — too close to left line,1
9344.5,133,1.0000,0.2455,0.0000,1.0000,0.1223,0.0000,0.1205,0.0072,0.0080,DRIFT LEFT — too close to left line,0
9415.5,134,1.0000,0.1646,0.0000,1.0000,0.1646,0.0000,0.1315,0.0082,0.0120,DRIFT LEFT — too close to left line,1
9487.7,135,1.0000,0.1646,0.0000,1.0000,0.1673,0.0000,0.1047,0.0060,0.0097,DRIFT LEFT — too close to left line,1
9557.0,136,1.0000,0.1646,0.0000,1.0000,0.1978,0.0000,0.1026,0.0092,0.0115,DRIFT LEFT — too close to left line,1
9624.0,137,1.0000,0.1673,0.0000,1.0000,0.3072,0.0000,0.0613,0.0071,0.0113,DRIFT LEFT — too close to left line,1
9695.9,138,1.0000,0.1978,0.0000,0.8549,0.5630,0.0000,0.0363,0.0083,0.0146,DRIFT LEFT — too close to left line,1
9767.5,139,1.0000,0.3072,0.0000,0.0000,0.5000,0.0000,0.0131,0.0081,0.0069,DRIFT LEFT — too close to left line,1
9838.0,140,0.8549,0.5000,0.0000,0.0000,0.5000,0.0000,0.0109,0.0093,0.0056,DRIFT LEFT — too close to left line,0
9909.4,141,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0107,0.0138,0.0049,MOSTLY CENTERED,0
9981.3,142,0.0000,0.5000,0.0000,0.2439,0.8531,0.0000,0.0134,0.0142,0.0105,MOSTLY CENTERED,0
10048.7,143,0.0000,0.5000,0.0000,0.4774,0.7322,0.0000,0.0187,0.0191,0.0115,MOSTLY CENTERED,0
10116.7,144,0.2439,0.6768,0.0000,0.5841,0.6768,0.0000,0.0180,0.0220,0.0099,CENTERED,0
10186.1,145,0.2439,0.7322,0.0000,0.0000,0.8789,0.1859,0.0107,0.0155,0.0129,CENTERED,0
10264.5,146,0.2439,0.8531,0.0000,0.1146,0.9119,0.0000,0.0124,0.0163,0.0111,CENTERED,0
10329.2,147,0.1487,0.8789,0.0000,0.1487,0.8920,0.0000,0.0114,0.0182,0.0099,CENTERED,0
10400.7,148,0.1146,0.8920,0.0000,0.0000,0.9529,0.0202,0.0110,0.0187,0.0112,CENTERED,0
10469.7,149,0.1146,0.8920,0.0000,0.1831,0.8734,0.0000,0.0149,0.0193,0.0124,CENTERED,0
10539.9,150,0.1487,0.8920,0.0000,0.5797,0.6811,0.0000,0.0179,0.0204,0.0099,CENTERED,0
10609.9,151,0.1831,0.8734,0.0000,0.8222,0.5559,0.0000,0.0222,0.0280,0.0093,CENTERED,0
10682.3,152,0.5797,0.6811,0.0000,0.6358,0.6328,0.0000,0.0272,0.0362,0.0141,DRIFT LEFT — too close to left line,0
10753.1,153,0.5797,0.6597,0.0000,0.5725,0.6597,0.0000,0.0267,0.0378,0.0148,DRIFT LEFT — too close to left line,1
10822.1,154,0.6358,0.6328,0.0000,0.8459,0.5288,0.0000,0.0357,0.0418,0.0145,DRIFT LEFT — too close to left line,0
10893.2,155,0.8222,0.5559,0.0000,0.8624,0.5093,0.0000,0.0427,0.0523,0.0170,DRIFT LEFT — too close to left line,0
10963.9,156,0.8459,0.5288,0.0000,0.8829,0.5154,0.0000,0.0336,0.0386,0.0130,DRIFT LEFT — too close to left line,0
11035.5,157,0.8624,0.5154,0.0000,0.8869,0.5150,0.0000,0.0367,0.0373,0.0141,DRIFT LEFT — too close to left line,0
11107.3,158,0.8829,0.5154,0.0000,0.8950,0.5171,0.0000,0.0314,0.0321,0.0120,DRIFT LEFT — too close to left line,0
11175.7,159,0.8829,0.5154,0.0000,0.7342,0.5913,0.0000,0.0324,0.0328,0.0150,DRIFT LEFT — too close to left line,0
11246.1,160,0.8829,0.5171,0.0000,0.6081,0.6530,0.0000,0.0280,0.0308,0.0149,DRIFT LEFT — too close to left line,0
11314.7,161,0.7342,0.5806,0.0000,0.6816,0.5806,0.0000,0.0480,0.0596,0.0236,DRIFT LEFT — too close to left line,1
11383.8,162,0.6816,0.5913,0.0000,0.5382,0.6626,0.0000,0.0397,0.0467,0.0229,DRIFT LEFT — too close to left line,0
11454.9,163,0.6816,0.5913,0.0000,1.0000,0.4263,0.0000,0.0526,0.0457,0.0161,DRIFT LEFT — too close to left line,1
11522.9,164,0.6816,0.5806,0.0000,1.0000,0.3004,0.0000,0.0809,0.0652,0.0169,DRIFT LEFT — too close to left line,1
11591.0,165,1.0000,0.4263,0.0000,1.0000,0.3031,0.0000,0.1060,0.0861,0.0237,DRIFT LEFT — too close to left line,0
11661.2,166,1.0000,0.3031,0.0000,1.0000,0.2588,0.0000,0.0815,0.0533,0.0138,DRIFT LEFT — too close to left line,1
11731.9,167,1.0000,0.3031,0.0000,1.0000,0.3277,0.0000,0.1058,0.0731,0.0251,DRIFT LEFT — too close to left line,1
11799.6,168,1.0000,0.3031,0.0000,1.0000,0.3318,0.0000,0.1215,0.0878,0.0306,DRIFT LEFT — too close to left line,0
11869.1,169,1.0000,0.3277,0.0000,1.0000,0.3675,0.0000,0.1271,0.0767,0.0352,DRIFT LEFT — too close to left line,1
11938.2,170,1.0000,0.3277,0.0000,1.0000,0.2559,0.0000,0.1386,0.1024,0.0266,DRIFT LEFT — too close to left line,1
12008.7,171,1.0000,0.3277,0.0000,1.0000,0.0870,0.0000,0.1270,0.1035,0.0074,DRIFT LEFT — too close to left line,0
12080.2,172,1.0000,0.2559,0.0000,1.0000,0.0000,0.0000,0.1501,0.0773,0.0000,DRIFT LEFT — too close to left line,0
12148.8,173,1.0000,0.0870,0.0000,1.0000,0.0000,0.0000,0.1705,0.0490,0.0000,DRIFT LEFT — too close to left line,1
12220.4,174,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.1887,0.0353,0.0000,DRIFT LEFT — too close to left line,1
12292.3,175,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.2234,0.0058,0.0000,DRIFT LEFT — too close to left line,1
12362.4,176,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.2298,0.0011,0.0000,DRIFT LEFT — too close to left line,0
