# note=lap1_baseline
# remote_ip=192.168.1.170
# hz=15.0 sensor_window=5 threshold=60
# tape_color=auto
# weights=camera/trained_weights/camera_reward299.6_20260610_194451.npy
t_ms,step,L,C,R,raw_L,raw_C,raw_R,col_L,col_C,col_R,lane_state,action
1273.0,18,0.0000,0.7644,0.4602,0.0000,0.3690,1.0000,0.0120,0.0000,0.0529,DRIFT RIGHT — too close to right line,-1
1344.1,19,0.0000,0.4653,1.0000,0.0000,0.4653,1.0000,0.0155,0.0070,0.0501,DRIFT RIGHT — too close to right line,0
1442.7,20,0.0000,0.4653,1.0000,0.0000,0.8497,0.3007,0.0272,0.0000,0.0368,DRIFT RIGHT — too close to right line,-1
1487.2,21,0.0000,0.4653,1.0000,0.4999,0.7418,0.0000,0.0384,0.0055,0.0231,DRIFT RIGHT — too close to right line,-1
1559.0,22,0.0000,0.6459,0.3007,0.7041,0.6459,0.0000,0.0372,0.0016,0.0178,CENTERED,0
1625.4,23,0.4999,0.6459,0.0000,1.0000,0.2656,0.0000,0.0588,0.0000,0.0090,DRIFT LEFT — too close to left line,0
1693.5,24,0.7041,0.6459,0.0000,1.0000,0.1740,0.0000,0.0783,0.0000,0.0075,DRIFT LEFT — too close to left line,1
1762.2,25,1.0000,0.2656,0.0000,1.0000,0.2106,0.0000,0.0772,0.0000,0.0091,DRIFT LEFT — too close to left line,1
1830.2,26,1.0000,0.2106,0.0000,1.0000,0.1536,0.0000,0.0670,0.0000,0.0056,DRIFT LEFT — too close to left line,1
1901.3,27,1.0000,0.1740,0.0000,1.0000,0.1568,0.0000,0.0564,0.0000,0.0048,DRIFT LEFT — too close to left line,1
1972.4,28,1.0000,0.1740,0.0000,0.2796,0.8602,0.0000,0.0253,0.0000,0.0191,DRIFT LEFT — too close to left line,0
2044.7,29,1.0000,0.1814,0.0000,0.0000,0.1814,1.0000,0.0065,0.0000,0.0648,DRIFT LEFT — too close to left line,1
2112.6,30,0.2796,0.1568,0.0000,0.0000,0.0222,1.0000,0.0012,0.0020,0.1084,UNCLEAR — check threshold / lighting,0
2183.1,31,0.0000,0.1568,1.0000,0.0000,0.0304,1.0000,0.0018,0.0031,0.1181,DRIFT RIGHT — too close to right line,-1
2255.2,32,0.0000,0.0938,1.0000,0.0000,0.0938,1.0000,0.0069,0.0062,0.1384,DRIFT RIGHT — too close to right line,-1
2326.6,33,0.0000,0.0304,1.0000,0.0000,0.0206,1.0000,0.0014,0.0030,0.1336,DRIFT RIGHT — too close to right line,-1
2398.1,34,0.0000,0.0304,1.0000,0.0000,0.0366,1.0000,0.0017,0.0000,0.0890,DRIFT RIGHT — too close to right line,-1
2465.1,35,0.0000,0.0366,1.0000,0.0000,0.1322,1.0000,0.0045,0.0000,0.0629,DRIFT RIGHT — too close to right line,-1
2534.6,36,0.0000,0.0938,1.0000,0.1933,0.9034,0.0000,0.0245,0.0000,0.0201,DRIFT RIGHT — too close to right line,-1
2605.5,37,0.0000,0.1322,1.0000,1.0000,0.3307,0.0000,0.0381,0.0000,0.0075,DRIFT RIGHT — too close to right line,-1
2678.0,38,0.1933,0.1322,0.0000,1.0000,0.0024,0.0000,0.0726,0.0000,0.0001,UNCLEAR — check threshold / lighting,0
2747.4,39,1.0000,0.1322,0.0000,1.0000,0.0000,0.0000,0.1141,0.0000,0.0000,DRIFT LEFT — too close to left line,0
2817.0,40,1.0000,0.0050,0.0000,1.0000,0.0050,0.0000,0.1694,0.0089,0.0004,DRIFT LEFT — too close to left line,1
2887.6,41,1.0000,0.0028,0.0000,1.0000,0.0028,0.0000,0.1806,0.0070,0.0003,DRIFT LEFT — too close to left line,1
2956.7,42,1.0000,0.0024,0.0000,1.0000,0.0010,0.0000,0.1785,0.0052,0.0001,DRIFT LEFT — too close to left line,0
3028.4,43,1.0000,0.0010,0.0000,1.0000,0.0000,0.0000,0.1252,0.0002,0.0000,DRIFT LEFT — too close to left line,1
3097.9,44,1.0000,0.0028,0.0000,1.0000,0.0423,0.0000,0.0714,0.0000,0.0015,DRIFT LEFT — too close to left line,1
3169.8,45,1.0000,0.0028,0.0000,1.0000,0.1510,0.0000,0.0546,0.0000,0.0045,DRIFT LEFT — too close to left line,1
3240.6,46,1.0000,0.0423,0.0000,1.0000,0.3978,0.0000,0.0297,0.0000,0.0074,DRIFT LEFT — too close to left line,1
3312.6,47,1.0000,0.1510,0.0000,0.0000,0.4793,1.0000,0.0064,0.0000,0.0202,DRIFT LEFT — too close to left line,1
3382.9,48,1.0000,0.1510,0.0000,0.0000,0.0083,1.0000,0.0002,0.0000,0.0421,DRIFT LEFT — too close to left line,1
3454.4,49,0.0000,0.1510,1.0000,0.0000,0.0000,1.0000,0.0000,0.0029,0.0884,DRIFT RIGHT — too close to right line,0
3540.3,50,0.0000,0.0083,1.0000,0.0000,0.0018,1.0000,0.0002,0.0036,0.1919,DRIFT RIGHT — too close to right line,-1
3594.1,51,0.0000,0.0083,1.0000,0.0000,0.0086,1.0000,0.0010,0.0142,0.2168,DRIFT RIGHT — too close to right line,-1
3662.7,52,0.0000,0.0083,1.0000,0.0000,0.0419,1.0000,0.0050,0.0194,0.2234,DRIFT RIGHT — too close to right line,-1
3732.1,53,0.0000,0.0018,1.0000,0.0000,0.0000,1.0000,0.0000,0.0082,0.1382,DRIFT RIGHT — too close to right line,-1
3803.9,54,0.0000,0.0086,1.0000,0.0000,0.0136,1.0000,0.0006,0.0029,0.0891,DRIFT RIGHT — too close to right line,-1
3875.6,55,0.0000,0.0136,1.0000,0.0000,0.0336,1.0000,0.0010,0.0000,0.0613,DRIFT RIGHT — too close to right line,-1
3944.6,56,0.0000,0.0336,1.0000,0.0000,0.5000,0.0000,0.0052,0.0000,0.0115,DRIFT RIGHT — too close to right line,-1
4014.9,57,0.0000,0.0336,1.0000,0.5904,0.7048,0.0000,0.0169,0.0000,0.0092,DRIFT RIGHT — too close to right line,-1
4086.4,58,0.0000,0.0336,0.0000,1.0000,0.0279,0.0000,0.0726,0.0000,0.0010,UNCLEAR — check threshold / lighting,0
4155.5,59,0.5904,0.0336,0.0000,1.0000,0.0034,0.0000,0.1014,0.0000,0.0002,DRIFT LEFT — too close to left line,1
4226.6,60,1.0000,0.0279,0.0000,1.0000,0.0022,0.0000,0.1548,0.0000,0.0002,DRIFT LEFT — too close to left line,1
4297.9,61,1.0000,0.0138,0.0000,1.0000,0.0138,0.0000,0.1478,0.0000,0.0010,DRIFT LEFT — too close to left line,1
4370.3,62,1.0000,0.0102,0.0000,1.0000,0.0102,0.0000,0.0835,0.0000,0.0004,DRIFT LEFT — too close to left line,1
4441.7,63,1.0000,0.0102,0.0000,1.0000,0.0418,0.0000,0.0321,0.0000,0.0007,DRIFT LEFT — too close to left line,1
4511.4,64,1.0000,0.0138,0.0000,0.0000,0.5000,0.0000,0.0093,0.0000,0.0029,DRIFT LEFT — too close to left line,1
4583.6,65,1.0000,0.0418,0.0000,0.0000,0.5000,0.0000,0.0009,0.0000,0.0016,DRIFT LEFT — too close to left line,1
4650.0,66,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0064,0.0005,0.0029,MOSTLY CENTERED,0
4721.7,67,0.0000,0.5000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0008,0.0416,MOSTLY CENTERED,0
4793.6,68,0.0000,0.5000,0.0000,0.0000,0.1355,1.0000,0.0053,0.0063,0.0724,MOSTLY CENTERED,0
4865.3,69,0.0000,0.1355,1.0000,0.0000,0.1232,1.0000,0.0052,0.0052,0.0790,DRIFT RIGHT — too close to right line,-1
4936.8,70,0.0000,0.1355,1.0000,0.0000,0.1558,1.0000,0.0058,0.0075,0.0671,DRIFT RIGHT — too close to right line,-1
5008.6,71,0.0000,0.1355,1.0000,0.0000,0.1675,1.0000,0.0061,0.0072,0.0658,DRIFT RIGHT — too close to right line,-1
5080.2,72,0.0000,0.1355,1.0000,0.0000,0.0000,1.0000,0.0000,0.0121,0.0341,DRIFT RIGHT — too close to right line,-1
5151.2,73,0.0000,0.1558,1.0000,0.0000,0.5000,0.0000,0.0070,0.0000,0.0120,DRIFT RIGHT — too close to right line,-1
5223.4,74,0.0000,0.1675,1.0000,0.0000,0.5000,0.0000,0.0065,0.0000,0.0090,DRIFT RIGHT — too close to right line,-1
5293.5,75,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0051,0.0000,0.0054,MOSTLY CENTERED,0
5364.2,76,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0142,0.0000,0.0053,MOSTLY CENTERED,0
5432.9,77,0.0000,0.5000,0.0000,1.0000,0.4061,0.0000,0.0166,0.0054,0.0043,MOSTLY CENTERED,0
5501.2,78,0.0000,0.5000,0.0000,1.0000,0.4559,0.0000,0.0177,0.0058,0.0053,MOSTLY CENTERED,0
5567.8,79,0.9248,0.5000,0.0000,0.9248,0.5319,0.0000,0.0233,0.0053,0.0086,DRIFT LEFT — too close to left line,0
5640.8,80,0.9248,0.5000,0.0000,0.8836,0.5516,0.0000,0.0252,0.0059,0.0098,DRIFT LEFT — too close to left line,0
5708.1,81,0.9248,0.5319,0.0000,0.9043,0.5409,0.0000,0.0268,0.0063,0.0101,DRIFT LEFT — too close to left line,1
5779.7,82,0.9248,0.5319,0.0000,0.9986,0.4947,0.0000,0.0252,0.0060,0.0084,DRIFT LEFT — too close to left line,0
5850.5,83,0.9248,0.5319,0.0000,1.0000,0.3650,0.0000,0.0307,0.0059,0.0069,DRIFT LEFT — too close to left line,0
5923.2,84,0.9986,0.4947,0.0000,1.0000,0.4830,0.0000,0.0294,0.0058,0.0095,DRIFT LEFT — too close to left line,0
5994.7,85,1.0000,0.4908,0.0000,1.0000,0.4908,0.0000,0.0283,0.0057,0.0093,DRIFT LEFT — too close to left line,1
6066.0,86,1.0000,0.4830,0.0000,1.0000,0.4657,0.0000,0.0281,0.0054,0.0087,DRIFT LEFT — too close to left line,0
6163.5,87,1.0000,0.4657,0.0000,1.0000,0.4287,0.0000,0.0257,0.0013,0.0070,DRIFT LEFT — too close to left line,1
6207.1,88,1.0000,0.4830,0.0000,0.8345,0.5762,0.0000,0.0259,0.0056,0.0106,DRIFT LEFT — too close to left line,1
6277.2,89,1.0000,0.4908,0.0000,0.9524,0.5194,0.0000,0.0227,0.0042,0.0081,DRIFT LEFT — too close to left line,1
6348.0,90,0.9524,0.5194,0.0000,0.2629,0.8685,0.0000,0.0156,0.0000,0.0120,DRIFT LEFT — too close to left line,0
6415.2,91,0.8345,0.5194,0.0000,0.0000,0.5000,0.0000,0.0073,0.0000,0.0068,DRIFT LEFT — too close to left line,1
6483.8,92,0.2629,0.5194,0.0000,0.0000,0.5000,0.0000,0.0077,0.0011,0.0076,MOSTLY CENTERED,0
6555.0,93,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0018,0.0041,0.0068,MOSTLY CENTERED,0
6626.9,94,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0016,0.0048,0.0033,MOSTLY CENTERED,0
6698.0,95,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0085,0.0097,0.0032,MOSTLY CENTERED,0
6768.7,96,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0078,0.0080,0.0045,MOSTLY CENTERED,0
6840.5,97,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0091,0.0136,0.0039,MOSTLY CENTERED,0
6911.9,98,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0144,0.0057,MOSTLY CENTERED,0
6981.7,99,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0055,0.0210,0.0081,MOSTLY CENTERED,0
7053.4,100,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0217,0.0073,MOSTLY CENTERED,0
7125.2,101,0.0000,0.5000,0.0000,0.0000,0.6225,0.6758,0.0074,0.0299,0.0150,MOSTLY CENTERED,0
7192.8,102,0.0000,0.5000,0.0000,0.0000,0.5571,0.8115,0.0068,0.0313,0.0161,MOSTLY CENTERED,0
7264.4,103,0.0000,0.5000,0.6758,0.0000,0.4633,0.9997,0.0079,0.0368,0.0236,DRIFT RIGHT — too close to right line,0
7336.1,104,0.0000,0.5000,0.8115,0.0000,0.4213,1.0000,0.0082,0.0428,0.0274,DRIFT RIGHT — too close to right line,0
7407.7,105,0.0000,0.4633,0.9997,0.0000,0.3822,1.0000,0.0089,0.0449,0.0335,DRIFT RIGHT — too close to right line,-1
7478.6,106,0.0000,0.4213,1.0000,0.0000,0.3586,1.0000,0.0111,0.0466,0.0450,DRIFT RIGHT — too close to right line,-1
7548.8,107,0.0000,0.4018,1.0000,0.0000,0.4018,1.0000,0.0164,0.0529,0.0567,DRIFT RIGHT — too close to right line,0
7619.8,108,0.0000,0.3822,1.0000,0.0000,0.2660,1.0000,0.0145,0.0266,0.0887,DRIFT RIGHT — too close to right line,-1
7690.2,109,0.0000,0.3586,1.0000,0.0000,0.3119,1.0000,0.0188,0.0197,0.0969,DRIFT RIGHT — too close to right line,-1
7760.3,110,0.0000,0.3119,1.0000,0.0000,0.2472,1.0000,0.0140,0.0194,0.0947,DRIFT RIGHT — too close to right line,-1
7830.0,111,0.0000,0.2802,1.0000,0.0000,0.2802,1.0000,0.0167,0.0055,0.1011,DRIFT RIGHT — too close to right line,-1
7901.4,112,0.0000,0.2802,1.0000,0.0000,0.4010,1.0000,0.0241,0.0101,0.0937,DRIFT RIGHT — too close to right line,-1
7973.3,113,0.0000,0.3119,1.0000,0.0000,0.6094,0.7582,0.0266,0.0093,0.0590,DRIFT RIGHT — too close to right line,-1
8044.9,114,0.0000,0.4006,1.0000,1.0000,0.4006,0.0000,0.0590,0.0086,0.0151,DRIFT RIGHT — too close to right line,-1
8116.5,115,0.0000,0.4006,0.7582,1.0000,0.1531,0.0000,0.0801,0.0091,0.0068,DRIFT RIGHT — too close to right line,-1
8187.3,116,1.0000,0.4006,0.0000,1.0000,0.1184,0.0000,0.1220,0.0126,0.0079,DRIFT LEFT — too close to left line,1
8260.0,117,1.0000,0.1531,0.0000,1.0000,0.0927,0.0000,0.1855,0.0125,0.0093,DRIFT LEFT — too close to left line,1
8326.7,118,1.0000,0.1184,0.0000,1.0000,0.0675,0.0000,0.3011,0.0167,0.0109,DRIFT LEFT — too close to left line,1
8398.1,119,1.0000,0.0927,0.0000,1.0000,0.0720,0.0000,0.2817,0.0165,0.0109,DRIFT LEFT — too close to left line,1
8466.8,120,1.0000,0.0927,0.0000,1.0000,0.1201,0.0000,0.1831,0.0119,0.0120,DRIFT LEFT — too close to left line,1
8536.9,121,1.0000,0.0927,0.0000,1.0000,0.1597,0.0000,0.0907,0.0110,0.0081,DRIFT LEFT — too close to left line,1
8608.6,122,1.0000,0.1201,0.0000,1.0000,0.2939,0.0000,0.0316,0.0096,0.0056,DRIFT LEFT — too close to left line,1
8675.7,123,1.0000,0.1597,0.0000,1.0000,0.4307,0.0000,0.0193,0.0135,0.0055,DRIFT LEFT — too close to left line,1
8742.6,124,1.0000,0.2939,0.0000,0.4931,0.7395,0.0000,0.0143,0.0093,0.0087,DRIFT LEFT — too close to left line,0
8814.2,125,1.0000,0.4307,0.0000,0.0187,0.9730,0.0000,0.0157,0.0089,0.0154,DRIFT LEFT — too close to left line,1
8886.2,126,0.4931,0.7395,0.0000,0.0000,0.8687,0.2359,0.0201,0.0076,0.0255,DRIFT LEFT — too close to left line,0
8957.5,127,0.2544,0.8627,0.0000,0.2544,0.8627,0.0000,0.0252,0.0058,0.0195,CENTERED,0
9027.4,128,0.1049,0.8687,0.0000,0.1049,0.9368,0.0000,0.0232,0.0057,0.0209,CENTERED,0
9095.1,129,0.0187,0.8687,0.0000,0.0000,0.8390,0.2987,0.0322,0.0068,0.0436,CENTERED,0
9163.9,130,0.0000,0.8687,0.1770,0.0000,0.8997,0.1770,0.0407,0.0065,0.0486,CENTERED,-1
9236.2,131,0.0000,0.8997,0.0647,0.0000,0.9523,0.0647,0.0583,0.0079,0.0622,CENTERED,0
9308.9,132,0.0000,0.8997,0.1770,0.0000,0.8916,0.1897,0.0556,0.0075,0.0673,CENTERED,0
9378.3,133,0.0000,0.8997,0.1770,0.0496,0.9444,0.0000,0.0631,0.0158,0.0600,CENTERED,0
9450.6,134,0.0000,0.8997,0.1770,0.0000,0.7742,0.4008,0.0442,0.0159,0.0664,CENTERED,-1
9522.4,135,0.0000,0.8916,0.1897,0.0000,0.7838,0.3724,0.0439,0.0184,0.0640,CENTERED,-1
9589.0,136,0.0000,0.8335,0.2134,0.0000,0.8335,0.2134,0.0516,0.0335,0.0640,CENTERED,0
9662.0,137,0.0000,0.7838,0.3724,0.0000,0.7578,0.3753,0.0421,0.0335,0.0616,CENTERED,-1
9729.0,138,0.0000,0.7838,0.3724,0.2013,0.8365,0.0000,0.0370,0.0349,0.0303,CENTERED,-1
9797.0,139,0.0000,0.7838,0.2134,0.3152,0.7681,0.0000,0.0432,0.0441,0.0315,CENTERED,0
9863.9,140,0.2013,0.7681,0.0000,0.8947,0.5055,0.0000,0.0319,0.0426,0.0122,CENTERED,0
9931.1,141,0.3152,0.7578,0.0000,0.6277,0.6356,0.0000,0.0286,0.0369,0.0149,CENTERED,0
10002.5,142,0.6277,0.6356,0.0000,0.8084,0.5609,0.0000,0.0335,0.0293,0.0142,DRIFT LEFT — too close to left line,0
10074.0,143,0.6277,0.6356,0.0000,0.2009,0.8043,0.0000,0.0298,0.0529,0.0243,DRIFT LEFT — too close to left line,0
10143.3,144,0.6277,0.6356,0.0000,0.0290,0.8474,0.0000,0.0341,0.0701,0.0331,DRIFT LEFT — too close to left line,0
10214.9,145,0.2009,0.8043,0.0000,0.1593,0.8120,0.0000,0.0306,0.0589,0.0261,CENTERED,0
10285.7,146,0.1593,0.8043,0.0000,0.0000,0.7977,0.1618,0.0300,0.0660,0.0352,CENTERED,0
10355.9,147,0.0290,0.8043,0.0000,0.0000,0.7415,0.3128,0.0262,0.0605,0.0359,CENTERED,0
10424.5,148,0.0290,0.8120,0.0000,0.1965,0.8408,0.0000,0.0267,0.0338,0.0219,CENTERED,0
10491.8,149,0.0000,0.8120,0.1424,0.0000,0.8475,0.1424,0.0224,0.0438,0.0259,CENTERED,0
10564.1,150,0.0000,0.7977,0.1618,0.0000,0.6924,0.4033,0.0300,0.0664,0.0451,CENTERED,-1
10634.8,151,0.0000,0.7415,0.3128,0.0000,0.6620,0.4806,0.0265,0.0643,0.0432,CENTERED,0
10707.1,152,0.0000,0.6924,0.4033,0.0000,0.6369,0.5407,0.0274,0.0636,0.0478,MOSTLY CENTERED,0
10778.6,153,0.0000,0.6620,0.4806,0.0000,0.6170,0.5664,0.0313,0.0696,0.0560,DRIFT RIGHT — too close to right line,0
10850.3,154,0.0000,0.6620,0.4806,0.0000,0.7091,0.3545,0.0363,0.0691,0.0519,DRIFT RIGHT — too close to right line,0
10917.2,155,0.0000,0.6369,0.5407,0.0000,0.5291,0.6769,0.0412,0.1001,0.0834,DRIFT RIGHT — too close to right line,-1
10986.7,156,0.0000,0.6170,0.5664,0.0000,0.5261,0.6444,0.0491,0.1119,0.0958,DRIFT RIGHT — too close to right line,-1
11058.9,157,0.0000,0.5291,0.6444,0.0000,0.4641,0.8425,0.0412,0.0991,0.1013,DRIFT RIGHT — too close to right line,-1
11127.0,158,0.0000,0.5261,0.6769,0.0000,0.4136,0.9709,0.0402,0.0981,0.1160,DRIFT RIGHT — too close to right line,0
11197.2,159,0.0000,0.5223,0.7853,0.0000,0.5223,0.7853,0.0480,0.0700,0.1102,DRIFT RIGHT — too close to right line,-1
11265.1,160,0.0000,0.5223,0.7853,0.0000,0.5297,0.7614,0.0602,0.0723,0.1342,DRIFT RIGHT — too close to right line,0
11333.4,161,0.0000,0.5223,0.7853,0.0000,0.5291,0.7661,0.0584,0.0712,0.1310,DRIFT RIGHT — too close to right line,0
11405.1,162,0.0000,0.5291,0.7661,0.0000,0.6609,0.5227,0.0749,0.0527,0.1278,DRIFT RIGHT — too close to right line,0
11475.6,163,0.0000,0.5297,0.7614,0.0000,0.5611,0.7071,0.0780,0.0660,0.1633,DRIFT RIGHT — too close to right line,-1
11546.2,164,0.0000,0.5411,0.7202,0.0000,0.5411,0.7202,0.0791,0.0772,0.1682,DRIFT RIGHT — too close to right line,-1
11617.7,165,0.0000,0.5411,0.7202,0.0000,0.5135,0.8218,0.0788,0.0642,0.1887,DRIFT RIGHT — too close to right line,-1
11686.7,166,0.0000,0.5481,0.7202,0.0000,0.5481,0.8180,0.0857,0.0363,0.2043,DRIFT RIGHT — too close to right line,-1
11759.0,167,0.0000,0.5481,0.7202,0.0000,0.6073,0.7172,0.0922,0.0266,0.1954,DRIFT RIGHT — too close to right line,0
11829.1,168,0.0000,0.5481,0.7569,0.0000,0.5854,0.7569,0.0639,0.0291,0.1418,DRIFT RIGHT — too close to right line,0
11896.1,169,0.0000,0.5854,0.7569,0.0000,0.5970,0.7361,0.0586,0.0277,0.1269,DRIFT RIGHT — too close to right line,-1
11968.5,170,0.0000,0.5854,0.7468,0.0000,0.5734,0.7468,0.0625,0.0425,0.1371,DRIFT RIGHT — too close to right line,-1
12036.9,171,0.0000,0.5854,0.7432,0.0000,0.5715,0.7432,0.0749,0.0452,0.1636,DRIFT RIGHT — too close to right line,-1
12107.9,172,0.0000,0.5854,0.7432,0.0000,0.5915,0.6677,0.0718,0.0560,0.1438,DRIFT RIGHT — too close to right line,-1
12175.6,173,0.0000,0.5773,0.7361,0.0000,0.5773,0.6437,0.0436,0.0743,0.0850,DRIFT RIGHT — too close to right line,-1
12243.4,174,0.0000,0.5734,0.7432,0.0000,0.3009,1.0000,0.0150,0.0814,0.0686,DRIFT RIGHT — too close to right line,-1
12315.1,175,0.0000,0.5715,0.7432,0.0000,0.0000,1.0000,0.0000,0.0519,0.0614,DRIFT RIGHT — too close to right line,-1
12386.5,176,0.0000,0.3009,1.0000,0.0000,0.0000,1.0000,0.0000,0.0048,0.0466,DRIFT RIGHT — too close to right line,-1
12457.9,177,0.0000,0.3009,1.0000,0.0000,0.8213,0.3574,0.0289,0.0000,0.0415,DRIFT RIGHT — too close to right line,0
12529.7,178,0.0000,0.3009,1.0000,1.0000,0.3400,0.0000,0.0444,0.0000,0.0091,DRIFT RIGHT — too close to right line,-1
12601.3,179,0.0000,0.0897,0.3574,1.0000,0.0897,0.0000,0.0584,0.0000,0.0027,UNCLEAR — check threshold / lighting,0
12669.6,180,1.0000,0.0897,0.0000,1.0000,0.0476,0.0000,0.0774,0.0000,0.0019,DRIFT LEFT — too close to left line,1
12740.6,181,1.0000,0.0897,0.0000,1.0000,0.0214,0.0000,0.0950,0.0000,0.0010,DRIFT LEFT — too close to left line,1
12812.7,182,1.0000,0.0476,0.0000,1.0000,0.0186,0.0000,0.1275,0.0000,0.0012,DRIFT LEFT — too close to left line,1
12882.3,183,1.0000,0.0245,0.0000,1.0000,0.0245,0.0000,0.1108,0.0000,0.0014,DRIFT LEFT — too close to left line,1
12953.3,184,1.0000,0.0245,0.0000,1.0000,0.0459,0.0000,0.0657,0.0000,0.0015,DRIFT LEFT — too close to left line,1
13023.7,185,1.0000,0.0245,0.0000,0.0000,0.5000,0.0000,0.0003,0.0000,0.0065,DRIFT LEFT — too close to left line,1
13096.0,186,1.0000,0.0459,0.0000,0.0000,0.5000,0.0000,0.0000,0.0011,0.0084,DRIFT LEFT — too close to left line,1
13167.0,187,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0004,0.0058,0.0044,MOSTLY CENTERED,0
13239.4,188,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0044,0.0121,0.0048,MOSTLY CENTERED,0
13311.2,189,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0059,0.0197,0.0058,MOSTLY CENTERED,0
13382.2,190,0.0000,0.5000,0.0000,0.2281,0.8446,0.0000,0.0120,0.0233,0.0095,MOSTLY CENTERED,0
13454.5,191,0.0000,0.5000,0.0000,0.2437,0.8281,0.0000,0.0142,0.0285,0.0111,MOSTLY CENTERED,0
13526.1,192,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0106,0.0290,0.0048,MOSTLY CENTERED,0
13597.7,193,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0121,0.0289,0.0010,MOSTLY CENTERED,0
