# note=autonomous_lap
# remote_ip=192.168.1.170
# hz=15.0 sensor_window=5 threshold=60
# tape_color=auto
# weights=camera/trained_weights/camera_reward295.0_20260610_195556.npy
t_ms,step,L,C,R,raw_L,raw_C,raw_R,col_L,col_C,col_R,lane_state,action
3012.8,43,1.0000,0.2415,0.0000,1.0000,0.0620,0.0000,0.1233,0.0000,0.0039,DRIFT LEFT — too close to left line,0
3079.0,44,1.0000,0.0620,0.0000,1.0000,0.0386,0.0000,0.1177,0.0000,0.0023,DRIFT LEFT — too close to left line,1
3149.1,45,1.0000,0.0558,0.0000,1.0000,0.0533,0.0000,0.1127,0.0000,0.0031,DRIFT LEFT — too close to left line,1
3220.6,46,1.0000,0.0558,0.0000,1.0000,0.0571,0.0000,0.0787,0.0000,0.0023,DRIFT LEFT — too close to left line,1
3291.0,47,1.0000,0.0571,0.0000,1.0000,0.3381,0.0000,0.0409,0.0000,0.0083,DRIFT LEFT — too close to left line,1
3397.8,48,1.0000,0.0571,0.0000,0.0000,0.5005,0.9990,0.0066,0.0000,0.0199,DRIFT LEFT — too close to left line,1
3429.9,49,1.0000,0.0571,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0255,DRIFT LEFT — too close to left line,1
3497.0,50,0.0000,0.0571,0.9990,0.0000,0.0000,1.0000,0.0000,0.0009,0.0706,DRIFT RIGHT — too close to right line,-1
3568.0,51,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0006,0.0824,DRIFT RIGHT — too close to right line,-1
3639.7,52,0.0000,0.0000,1.0000,0.0000,0.1100,1.0000,0.0060,0.0074,0.1019,DRIFT RIGHT — too close to right line,-1
3711.0,53,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0012,0.0872,DRIFT RIGHT — too close to right line,-1
3779.5,54,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0001,0.0496,DRIFT RIGHT — too close to right line,-1
3851.1,55,0.0000,0.0000,1.0000,0.0000,0.3126,1.0000,0.0049,0.0000,0.0264,DRIFT RIGHT — too close to right line,-1
3922.9,56,0.0000,0.1100,1.0000,0.0000,0.8549,0.2903,0.0129,0.0000,0.0173,DRIFT RIGHT — too close to right line,-1
3994.3,57,0.0000,0.1265,1.0000,1.0000,0.1265,0.0000,0.0546,0.0000,0.0037,DRIFT RIGHT — too close to right line,-1
4063.0,58,0.0000,0.1265,0.2903,1.0000,0.0507,0.0000,0.0956,0.0000,0.0025,UNCLEAR — check threshold / lighting,0
4132.4,59,1.0000,0.1265,0.0000,1.0000,0.0026,0.0000,0.1309,0.0000,0.0002,DRIFT LEFT — too close to left line,1
4204.3,60,1.0000,0.0507,0.0000,1.0000,0.0056,0.0000,0.1523,0.0000,0.0004,DRIFT LEFT — too close to left line,1
4271.0,61,1.0000,0.0070,0.0000,1.0000,0.0070,0.0000,0.1707,0.0003,0.0006,DRIFT LEFT — too close to left line,1
4343.2,62,1.0000,0.0070,0.0000,1.0000,0.0241,0.0000,0.1405,0.0000,0.0017,DRIFT LEFT — too close to left line,1
4413.2,63,1.0000,0.0070,0.0000,1.0000,0.0354,0.0000,0.1284,0.0000,0.0023,DRIFT LEFT — too close to left line,1
4484.3,64,1.0000,0.0241,0.0000,1.0000,0.0925,0.0000,0.0212,0.0000,0.0010,DRIFT LEFT — too close to left line,1
4555.9,65,1.0000,0.0354,0.0000,0.0000,0.5000,0.0000,0.0028,0.0000,0.0061,DRIFT LEFT — too close to left line,1
4625.1,66,1.0000,0.0925,0.0000,0.0000,0.5000,0.0000,0.0002,0.0001,0.0012,DRIFT LEFT — too close to left line,1
4695.7,67,0.0000,0.0925,0.0000,0.0000,0.0000,1.0000,0.0000,0.0002,0.0481,UNCLEAR — check threshold / lighting,0
4767.8,68,0.0000,0.0925,0.0000,0.0000,0.0000,1.0000,0.0000,0.0007,0.1174,UNCLEAR — check threshold / lighting,0
4835.6,69,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0056,0.1515,DRIFT RIGHT — too close to right line,-1
4907.1,70,0.0000,0.0000,1.0000,0.0000,0.0678,1.0000,0.0058,0.0066,0.1621,DRIFT RIGHT — too close to right line,-1
4978.7,71,0.0000,0.0000,1.0000,0.0000,0.0655,1.0000,0.0056,0.0062,0.1629,DRIFT RIGHT — too close to right line,-1
5100.8,72,0.0000,0.0655,1.0000,0.0000,0.0655,1.0000,0.0056,0.0062,0.1629,DRIFT RIGHT — too close to right line,-1
5139.3,73,0.0000,0.0655,1.0000,0.0000,0.0883,1.0000,0.0020,0.0015,0.0434,DRIFT RIGHT — too close to right line,-1
5189.2,74,0.0000,0.0678,1.0000,0.0000,0.5000,0.0000,0.0049,0.0004,0.0093,DRIFT RIGHT — too close to right line,-1
5258.2,75,0.0000,0.0883,1.0000,0.0000,0.5000,0.0000,0.0017,0.0000,0.0066,DRIFT RIGHT — too close to right line,-1
5374.1,76,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0017,0.0000,0.0066,MOSTLY CENTERED,0
5446.3,77,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0017,0.0000,0.0066,MOSTLY CENTERED,0
5493.3,78,0.0000,0.5000,0.0000,1.0000,0.0716,0.0000,0.0323,0.0000,0.0012,MOSTLY CENTERED,0
5537.1,79,0.0000,0.5000,0.0000,1.0000,0.2018,0.0000,0.0687,0.0001,0.0077,MOSTLY CENTERED,0
5606.2,80,1.0000,0.2018,0.0000,1.0000,0.1975,0.0000,0.0680,0.0001,0.0075,DRIFT LEFT — too close to left line,0
5702.7,81,1.0000,0.1975,0.0000,1.0000,0.1789,0.0000,0.0707,0.0001,0.0069,DRIFT LEFT — too close to left line,1
5748.3,82,1.0000,0.1789,0.0000,1.0000,0.1507,0.0000,0.0805,0.0025,0.0066,DRIFT LEFT — too close to left line,1
5816.3,83,1.0000,0.1789,0.0000,1.0000,0.1658,0.0000,0.0747,0.0016,0.0068,DRIFT LEFT — too close to left line,0
5886.9,84,1.0000,0.1658,0.0000,1.0000,0.1000,0.0000,0.0375,0.0000,0.0020,DRIFT LEFT — too close to left line,1
5958.5,85,1.0000,0.1658,0.0000,1.0000,0.2618,0.0000,0.0272,0.0025,0.0041,DRIFT LEFT — too close to left line,1
6029.4,86,1.0000,0.1658,0.0000,0.0000,0.5000,0.0000,0.0138,0.0022,0.0046,DRIFT LEFT — too close to left line,0
6097.9,87,1.0000,0.2618,0.0000,0.0000,0.5000,0.0000,0.0116,0.0000,0.0001,DRIFT LEFT — too close to left line,1
6169.7,88,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0061,0.0046,0.0027,MOSTLY CENTERED,0
6238.3,89,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0073,0.0000,0.0011,MOSTLY CENTERED,0
6309.9,90,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0107,0.0054,0.0015,MOSTLY CENTERED,0
6378.3,91,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0133,0.0050,0.0019,MOSTLY CENTERED,0
6449.3,92,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0134,0.0046,0.0018,MOSTLY CENTERED,0
6519.5,93,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0132,0.0051,0.0019,MOSTLY CENTERED,0
6588.1,94,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0140,0.0070,0.0015,MOSTLY CENTERED,0
6657.9,95,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0140,0.0036,0.0019,MOSTLY CENTERED,0
6728.0,96,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0151,0.0045,0.0032,MOSTLY CENTERED,0
6800.1,97,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0143,0.0046,0.0033,MOSTLY CENTERED,0
6871.4,98,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0130,0.0045,0.0031,MOSTLY CENTERED,0
6938.8,99,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0106,0.0046,0.0027,MOSTLY CENTERED,0
7010.7,100,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0109,0.0044,0.0029,MOSTLY CENTERED,0
7082.4,101,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0108,0.0047,0.0027,MOSTLY CENTERED,0
7154.1,102,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0093,0.0045,0.0026,MOSTLY CENTERED,0
7224.6,103,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0089,0.0046,0.0027,MOSTLY CENTERED,0
7295.6,104,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0085,0.0040,0.0027,MOSTLY CENTERED,0
7366.9,105,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0094,0.0035,0.0033,MOSTLY CENTERED,0
7437.5,106,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0087,0.0076,0.0051,MOSTLY CENTERED,0
7506.9,107,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0106,0.0056,0.0033,MOSTLY CENTERED,0
7593.4,108,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0088,0.0060,0.0056,MOSTLY CENTERED,0
7681.1,109,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0106,0.0039,0.0052,MOSTLY CENTERED,0
7717.6,110,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0075,0.0011,0.0046,MOSTLY CENTERED,0
7789.7,111,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0086,0.0003,0.0036,MOSTLY CENTERED,0
7861.1,112,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0105,0.0034,0.0033,MOSTLY CENTERED,0
7930.0,113,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0103,0.0034,0.0067,MOSTLY CENTERED,0
8001.4,114,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0100,0.0048,0.0060,MOSTLY CENTERED,0
8071.2,115,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0080,0.0038,0.0041,MOSTLY CENTERED,0
8142.9,116,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0103,0.0041,0.0040,MOSTLY CENTERED,0
8214.2,117,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0093,0.0045,0.0045,MOSTLY CENTERED,0
8286.4,118,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0099,0.0032,0.0021,MOSTLY CENTERED,0
8354.6,119,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0093,0.0038,0.0035,MOSTLY CENTERED,0
8426.1,120,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0086,0.0052,0.0063,MOSTLY CENTERED,0
8497.4,121,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0079,0.0038,0.0035,MOSTLY CENTERED,0
8565.2,122,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0101,0.0047,0.0033,MOSTLY CENTERED,0
8639.4,123,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0098,0.0056,0.0050,MOSTLY CENTERED,0
8704.7,124,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0089,0.0057,0.0032,MOSTLY CENTERED,0
8775.7,125,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0082,0.0056,0.0073,MOSTLY CENTERED,0
8848.0,126,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0091,0.0066,0.0062,MOSTLY CENTERED,0
8919.6,127,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0081,0.0062,0.0052,MOSTLY CENTERED,0
8991.3,128,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0087,0.0067,0.0037,MOSTLY CENTERED,0
9063.0,129,0.0000,0.5000,0.0000,0.5031,0.7380,0.0000,0.0132,0.0070,0.0079,MOSTLY CENTERED,0
9134.9,130,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0123,0.0073,0.0063,MOSTLY CENTERED,0
9206.6,131,0.0000,0.5000,0.0000,0.6671,0.6559,0.0000,0.0142,0.0079,0.0071,MOSTLY CENTERED,0
9278.1,132,0.5031,0.5164,0.0000,0.9512,0.5164,0.0000,0.0152,0.0076,0.0054,DRIFT LEFT — too close to left line,1
9346.3,133,0.5031,0.5164,0.0000,0.0000,0.5000,0.0000,0.0090,0.0079,0.0097,DRIFT LEFT — too close to left line,0
9418.8,134,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0101,0.0086,0.0039,MOSTLY CENTERED,0
9489.6,135,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0102,0.0091,0.0052,MOSTLY CENTERED,0
9559.5,136,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0105,0.0097,0.0053,MOSTLY CENTERED,0
9631.7,137,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0142,0.0102,0.0051,MOSTLY CENTERED,0
9701.1,138,0.0000,0.5000,0.0000,0.5824,0.6951,0.0000,0.0206,0.0097,0.0113,MOSTLY CENTERED,0
9772.8,139,0.0000,0.5000,0.0000,0.4646,0.7527,0.0000,0.0146,0.0098,0.0091,MOSTLY CENTERED,0
9844.5,140,0.4646,0.5000,0.0000,1.0000,0.3117,0.0000,0.0368,0.0194,0.0071,DRIFT LEFT — too close to left line,0
9913.7,141,0.5824,0.5000,0.0000,1.0000,0.4509,0.0000,0.0382,0.0183,0.0117,DRIFT LEFT — too close to left line,0
9985.7,142,1.0000,0.4533,0.0000,1.0000,0.4533,0.0000,0.0301,0.0144,0.0092,DRIFT LEFT — too close to left line,0
10057.5,143,1.0000,0.4533,0.0000,1.0000,0.4583,0.0000,0.0388,0.0178,0.0121,DRIFT LEFT — too close to left line,0
10125.9,144,1.0000,0.4533,0.0000,0.3093,0.8238,0.0000,0.0162,0.0128,0.0118,DRIFT LEFT — too close to left line,0
10215.9,145,1.0000,0.4583,0.0000,0.5932,0.6858,0.0000,0.0207,0.0125,0.0112,DRIFT LEFT — too close to left line,0
10268.4,146,0.5932,0.6858,0.0000,0.2662,0.8427,0.0000,0.0333,0.0140,0.0255,DRIFT LEFT — too close to left line,0
10340.7,147,0.3093,0.8238,0.0000,0.2441,0.8539,0.0000,0.0254,0.0137,0.0199,CENTERED,0
10411.6,148,0.3093,0.8238,0.0000,0.3128,0.8181,0.0000,0.0357,0.0151,0.0261,CENTERED,0
10483.2,149,0.3128,0.8181,0.0000,0.9169,0.5202,0.0000,0.0492,0.0197,0.0183,CENTERED,0
10550.0,150,0.3128,0.8181,0.0000,0.5900,0.6816,0.0000,0.0439,0.0166,0.0239,CENTERED,0
10621.1,151,0.5900,0.6816,0.0000,0.6917,0.6117,0.0000,0.0639,0.0324,0.0310,DRIFT LEFT — too close to left line,1
10693.6,152,0.6040,0.6338,0.0000,0.6040,0.6338,0.0000,0.0756,0.0459,0.0406,DRIFT LEFT — too close to left line,0
10760.9,153,0.6040,0.6338,0.0000,0.4024,0.7433,0.0000,0.0721,0.0348,0.0479,DRIFT LEFT — too close to left line,1
10829.1,154,0.6040,0.6338,0.0000,0.6592,0.6268,0.0000,0.0765,0.0325,0.0386,DRIFT LEFT — too close to left line,0
10900.3,155,0.6040,0.6338,0.0000,0.2468,0.8225,0.0000,0.0635,0.0308,0.0496,DRIFT LEFT — too close to left line,0
10970.3,156,0.6040,0.6338,0.0000,1.0000,0.3977,0.0000,0.0630,0.0478,0.0177,DRIFT LEFT — too close to left line,0
11041.1,157,0.6592,0.6268,0.0000,1.0000,0.2005,0.0000,0.0763,0.0589,0.0098,DRIFT LEFT — too close to left line,0
11112.8,158,1.0000,0.3977,0.0000,1.0000,0.1027,0.0000,0.0823,0.0636,0.0051,DRIFT LEFT — too close to left line,0
11179.2,159,1.0000,0.2005,0.0000,1.0000,0.0802,0.0000,0.0717,0.0708,0.0035,DRIFT LEFT — too close to left line,1
11250.9,160,1.0000,0.1027,0.0000,1.0000,0.0144,0.0000,0.0815,0.0692,0.0007,DRIFT LEFT — too close to left line,0
